date,gold,fx,cpi,oil,set,gold_next,gold_lag1,gold_lag3,gold_roll7,gold_pct,fx_lag1,fx_lag3,fx_roll7,fx_pct,cpi_lag1,cpi_lag3,cpi_roll7,cpi_pct,oil_lag1,oil_lag3,oil_roll7,oil_pct,set_lag1,set_lag3,set_roll7,set_pct
2023-01-05,29750.0,34.0059,100.25,3.914238255033557,1663.8599853515625,29650.0,29950.0,29850.0,29875.0,-0.006677796327211993,34.0059,34.0059,34.0059,0.0,100.25,100.25,100.25,0.0,3.914238255033557,3.914238255033557,3.914238255033557,0.0,1673.25,1678.969970703125,1673.7624816894531,-0.005611842013110713
2023-01-06,29650.0,34.0059,100.25,3.914238255033557,1673.8599853515625,29750.0,29750.0,29950.0,29830.0,-0.003361344537815114,34.0059,34.0059,34.0059,0.0,100.25,100.25,100.25,0.0,3.914238255033557,3.914238255033557,3.914238255033557,0.0,1663.8599853515625,1678.969970703125,1673.781982421875,0.006010121096750254
2023-01-09,29750.0,34.0059,100.25,3.914238255033557,1691.1199951171875,29750.0,29650.0,29950.0,29816.666666666668,0.003372681281618828,34.0059,34.0059,34.0059,0.0,100.25,100.25,100.25,0.0,3.914238255033557,3.914238255033557,3.914238255033557,0.0,1673.8599853515625,1673.25,1676.671651204427,0.010311501509488563
2023-01-10,29750.0,34.0059,100.25,3.914238255033557,1691.4100341796875,29800.0,29750.0,29750.0,29807.14285714286,0.0,34.0059,34.0059,34.0059,0.0,100.25,100.25,100.25,0.0,3.914238255033557,3.914238255033557,3.914238255033557,0.0,1691.1199951171875,1663.8599853515625,1678.777134486607,0.00017150708603619336
2023-01-11,29800.0,34.0059,100.25,3.914238255033557,1685.75,29800.0,29750.0,29650.0,29800.0,0.001680672268907557,34.0059,34.0059,34.0059,0.0,100.25,100.25,100.25,0.0,3.914238255033557,3.914238255033557,3.914238255033557,0.0,1691.4100341796875,1673.8599853515625,1679.7457101004463,-0.0033463406656639716
2023-01-12,29800.0,34.0059,100.25,3.914238255033557,1687.449951171875,29750.0,29800.0,29750.0,29778.571428571428,0.0,34.0059,34.0059,34.0059,0.0,100.25,100.25,100.25,0.0,3.914238255033557,3.914238255033557,3.914238255033557,0.0,1685.75,1691.1199951171875,1680.9571358816963,0.0010084242455139503
2023-01-13,29750.0,34.0059,100.25,3.914238255033557,1681.72998046875,29900.0,29800.0,29750.0,29750.0,-0.001677852348993314,34.0059,34.0059,34.0059,0.0,100.25,100.25,100.25,0.0,3.914238255033557,3.914238255033557,3.914238255033557,0.0,1687.449951171875,1691.4100341796875,1682.1685616629463,-0.003389712802535416
2023-01-16,29900.0,34.0059,100.25,3.914238255033557,1684.8599853515625,29900.0,29750.0,29800.0,29771.428571428572,0.005042016806722671,34.0059,34.0059,34.0059,0.0,100.25,100.25,100.25,0.0,3.914238255033557,3.914238255033557,3.914238255033557,0.0,1681.72998046875,1685.75,1685.1685616629463,0.0018611815922673358
2023-01-17,29900.0,34.0059,100.25,3.914238255033557,1681.0400390625,29800.0,29900.0,29800.0,29807.14285714286,0.0,34.0059,34.0059,34.0059,0.0,100.25,100.25,100.25,0.0,3.914238255033557,3.914238255033557,3.914238255033557,0.0,1684.8599853515625,1687.449951171875,1686.1942836216517,-0.0022672188325877363
2023-01-18,29800.0,34.0059,100.25,3.914238255033557,1685.43994140625,29900.0,29900.0,29750.0,29814.285714285714,-0.0033444816053511683,34.0059,34.0059,34.0059,0.0,100.25,100.25,100.25,0.0,3.914238255033557,3.914238255033557,3.914238255033557,0.0,1681.0400390625,1681.72998046875,1685.382847377232,0.0026173691533271093
2023-01-19,29900.0,34.0059,100.25,3.914238255033557,1688.47998046875,29950.0,29800.0,29900.0,29835.714285714286,0.003355704697986628,34.0059,34.0059,34.0059,0.0,100.25,100.25,100.25,0.0,3.914238255033557,3.914238255033557,3.914238255033557,0.0,1685.43994140625,1684.8599853515625,1684.9642682756696,0.0018037065503286875
2023-01-20,29950.0,34.0059,100.25,3.914238255033557,1677.25,29900.0,29900.0,29900.0,29857.14285714286,0.0016722408026756952,34.0059,34.0059,34.0059,0.0,100.25,100.25,100.25,0.0,3.914238255033557,3.914238255033557,3.914238255033557,0.0,1688.47998046875,1681.0400390625,1683.7499825613838,-0.0066509408454060726
2023-01-23,29900.0,34.0059,100.25,3.914238255033557,1684.0400390625,30050.0,29950.0,29800.0,29871.428571428572,-0.0016694490818029983,34.0059,34.0059,34.0059,0.0,100.25,100.25,100.25,0.0,3.914238255033557,3.914238255033557,3.914238255033557,0.0,1677.25,1685.43994140625,1683.2628522600446,0.0040483166269189574
2023-01-24,30050.0,34.0059,100.25,3.914238255033557,1682.93994140625,29950.0,29900.0,29900.0,29914.285714285714,0.0050167224080268635,34.0059,34.0059,34.0059,0.0,100.25,100.25,100.25,0.0,3.914238255033557,3.914238255033557,3.914238255033557,0.0,1684.0400390625,1688.47998046875,1683.4357038225446,-0.0006532491097197557
2023-01-25,29950.0,34.0059,100.25,3.914238255033557,1682.1099853515625,30050.0,30050.0,29950.0,29921.428571428572,-0.0033277870216306127,34.0059,34.0059,34.0059,0.0,100.25,100.25,100.25,0.0,3.914238255033557,3.914238255033557,3.914238255033557,0.0,1682.93994140625,1677.25,1683.0428466796875,-0.000493158451034259
2023-01-26,30050.0,34.0059,100.25,3.914238255033557,1671.3399658203125,29950.0,29950.0,29900.0,29942.85714285714,0.0033388981636059967,34.0059,34.0059,34.0059,0.0,100.25,100.25,100.25,0.0,3.914238255033557,3.914238255033557,3.914238255033557,0.0,1682.1099853515625,1684.0400390625,1681.6571219308037,-0.006402684500442457
